book_id,title,categories,author_names,price,description
OL283004W,Everyday Oracle DBA,Relational databases; Database management; Oracle (Computer file); Oracle (computer system),April J. Wells,81.49,
OL27354649W,Datalog and Logic Databases,Relational databases; Logic programming; Logic design,Sergio Greco; Cristian Molinaro,,
OL283005W,SQL Demystified,Computer Technology; Nonfiction; Sql (computer program language); SQL (Computer program language); Relational databases,Andrew Oppel,159.53,"There's no easier, faster, or more practical way to learn the really tough subjectsSQL  Demystified explains how to use SQL (Structured Query Language)--the ubiquitous programming language for databases. Readers will learn to create database objects, add and retrieve data from a database, and modify existing data. This self-teaching guide comes complete with key points, background information, quizzes at the end of each chapter, and even a final exam. Simple enough for beginners but challenging enough for advanced students, this is a lively and entertaining brush-up, introductory text, or classroom supplement."
OL25113351W,SQL All-In-One for Dummies,Sql (computer program language); Relational databases,Allen G. Taylor,133.06,
OL25185134W,CIO's Guide to Oracle Products and Solutions,Oracle (computer system); Relational databases,Jessica Keyes,118.65,
OL2732378W,"Building intelligent databases with Oracle PL/SQL, triggers, and stored procedure",Oracle (Computer file); PL/SQL (Computer program language); Relational databases; Oracle (computer system); Bases de données relationnelles; Oracle (système informatique); Datenbankentwurf; ORACLE (Datenbanksystem),Kevin T. Owens,67.02,
OL64833W,Sams teach yourself SQL in 21 days,SQL (Computer program language); Computer Technology; Nonfiction; Technology; Sql (computer program language); Relational databases; Database management,Ryan K. Stephens,48.31,"Revision of this top-selling SQL tutorial, introducing the most widely used query language for relational database management systems. 
Begins with the basics and presents the concepts and techniques required to unlock the power of SQL. 
Shows how to query, update, and maintain relational databases. 
Code examples updated to work with MySQL as well as Oracle. 
Sams Teach Yourself SQL in 21 Days, Fourth Edition provides a solid foundation in understanding the fundamentals of SQL (Structured Query Language). SQL is the query language used by relational databases such as Oracle, Microsoft® Access™, and Microsoft® SQL Server™. The new edition covers object-oriented programming with SQL, ODBC, JDBC, embedded SQL, accessing remote databases, and constructs. All new examples based on an open source database, such as MySQL, enhance this new edition by making the examples readily useable for readers. 
Ryan Stephens and Ron Plew are President and Vice President of Perpetual Technologies, Inc., where their duties include Oracle® database administration and consulting and training in Oracle, SQL, and UNIX. They have both been teaching at the college level for over five years as adjunct professors at Indiana University-Purdue University in Indianapolis. Both are Oracle Certified Professionals. Ryan and Ron have co-authored the following successful books: Sams Teach Yourself SQL in 24 Hours, Second Edition, 0672318997, Sams, 3/00, and Sams Teach Yourself SQL in 21 Days, Third Edition, 0672316749, Sams, 11/99."
OL6220820W,DB2 universal database v7.1 application development,Database management; IBM Database 2.; Relational databases; Ibm database 2 (computer system),Steve Sanyal; David Martineau; Kevin Gashyna; Michael Kyprianou,88.83,
OL7914960W,Oracle Power Objects handbook,Computer programs; Database management; Oracle (Computer file); Relational databases,Bruce Kolste; David Petersen,44.87,
OL7943550W,Oracle PL/SQL,Oracle (Computer file); PL/SQL (Computer program language); Relational databases; Oracle (computer system),Benjamin Rosenzweig; Elena Silvestrova,82.87,
OL5069367W,Microsoft SQL Server 2000 bible,Client/server computing; Relational databases; SQL server; Sql server,Paul Nielsen,139.92,
OL5760385W,Oracle database administration,Relational databases; SQL (Computer program language); Oracle (Computer file); Database management; Oracle (computer system); COMPUTERS; Database Management; General; Engineering & Applied Sciences; Computer Science,David C. Kreines,70.75,
OL5738899W,C# programming,Application software; C# (Computer program language); Case studies; Computer Technology; Development; Internet programming; Microsoft .NET Framework; Nonfiction; Relational databases; C (computer program language),Kevin Hoffman,120.69,"Experience with C# programming in the .NET environment is one thing. Actually applying it is another. Issues can often creep up when you begin to apply your programming knowledge to a practical application and resources for troubleshooting are limited. Until now. C# Programming Evolution offers you reusable, real-world techniques through targeted activities. You'll work with a complete example .NET enterprise application to learn techniques that will help you not only customize the example application but also build new applications from beginning to end. You will cover the three main user interfaces: Windows Forms, ASP.NET Web Forms and Pocket PC, as well as how to make practical use of XML Web Services. The .NET environment is constantly changing. C# Programming Evolution will make sure that you won't get left behind."
OL5743080W,Oracle Database 11g DBA Handbook,Computer Technology; Database management; Nonfiction; Oracle (Computer file); Relational databases; Oracle (computer system); Parallel processing (electronic computers); Sql (computer program language),Robert J Bryla,83.74,"The Essential Resource for Oracle DBAs--Fully Updated and ExpandedManage a flexible, highly available Oracle database with help from the expert information contained in this exclusive Oracle Press guide. Fully revised to cover every new feature and utility, Oracle Database 11g DBA Handbook shows how to perform a new installation, upgrade from previous versions, configure hardware and software for maximum efficiency, and employ bulletproof security. You will learn to automate the backup and recovery process, provide transparent failover capability, audit and tune performance, and distribute your enterprise databases with Oracle Net.Plan and deploy permanent, temporary, and bigfile tablespacesOptimize disk allocation, CPU usage, I/O throughput, and SQL queriesDevelop powerful database management applicationsGuard against human errors using Oracle Flashback and Oracle Automatic Undo ManagementDiagnose and tune system performance using Oracle Automatic Workload Repository and SQL Tuning SetsImplement robust security using authentication, authorization, fine-grained auditing, and fine-grained access controlMaintain high availability using Oracle Real Application Clusters and Oracle Active Data GuardRespond more efficiently to failure scenarios by leveraging the Oracle Automatic Diagnostic Repository and the Oracle Repair AdvisorBack up and restore tables, tablespaces, and databases with Oracle Recovery Manager and Oracle Data Pump Export and ImportWork with networked databases, data warehouses, and VLDBs Put the latest Oracle Database 11g tools to work--Oracle Total Recall, Oracle Flashback Data Archive, and more"
